0, 95600
0, 135400
0, 140300
0, 136600
0, 102400
0, 154600
0, 146400
0, 150700
0, 149900
0, 150900
0, 144300
0, 99400
0, 153400
0, 170200
0, 98000
0, 121100
0, 169800
0, 248200
0, 134500
0, 138700
0, 153700
0, 147100
0, 141200
0, 153500
0, 222400
0, 142700
0, 130300
0, 104600
0, 144600
0, 144000
0, 265200
0, 152400
0, 103700
0, 150500
0, 157700
0, 153800
0, 142900
0, 157800
0, 173800
0, 130200
0, 336300
0, 140800
0, 102800
0, 162400
0, 129300
0, 99300
0, 149900
0, 162000
0, 105100
0, 146800
0, 151400
0, 124500
0, 99000
0, 106800
0, 147000
0, 132200
0, 93500
0, 140000
0, 153300
0, 147800
0, 248400
0, 141400
0, 149600
0, 156700
0, 101200
0, 146100
0, 106500
0, 99900
0, 124300
0, 100100
0, 96700
0, 143300
0, 97500
0, 121600
0, 137400
0, 101600
0, 96500
0, 146000
0, 153200
0, 140600
0, 132500
0, 143100
0, 151100
0, 137400
0, 138700
0, 136000
0, 147800
0, 144200
0, 145800
0, 113700
0, 149500
0, 100500
0, 148900
0, 132600
0, 100400
0, 144900
0, 142500
0, 115800
0, 145600
0, 148000
0, 191000
0, 148500
0, 153400
0, 149100
0, 295800
0, 103800
0, 122500
0, 99600
0, 152300
0, 118500
0, 102000
0, 157500
0, 107900
0, 145200
0, 158300
0, 147800
0, 148800
0, 143300
0, 147600
0, 139500
0, 148400
0, 101800
0, 101900
0, 168400
0, 157700
0, 107500
0, 133200
0, 75400
0, 97200
0, 129400
0, 90900
0, 111300
0, 123000
0, 106900
0, 142700
0, 152800
0, 149700
0, 138000
0, 147200
0, 103900
0, 146200
0, 97700
0, 173100
0, 155400
0, 145300
0, 90900
0, 127100
0, 121900
0, 141700
0, 114500
0, 106100
0, 100100
0, 97900
0, 145200
0, 147300
0, 147000
0, 151300
0, 101000
0, 153300
0, 148900
0, 150100
0, 125300
0, 153500
0, 283400
0, 145100
0, 180200
0, 121700
0, 146900
0, 150000
0, 101300
0, 126600
0, 150800
0, 96400
0, 147700
0, 141600
0, 97400
0, 144300
0, 103200
0, 152000
0, 152400
0, 95400
0, 144900
0, 150900
0, 184400
0, 123900
0, 361500
0, 148100
0, 107900
0, 185000
0, 149200
0, 133800
0, 143300
0, 124200
0, 166200
0, 178900
0, 150400
0, 129400
0, 125700
0, 165500
0, 101700
0, 100600
0, 100000
0, 102300
0, 169500
0, 154000
0, 206500
0, 160600
0, 160400
0, 169000
0, 144900
0, 157300
0, 160500
0, 259800
0, 147900
0, 128400
0, 145200
0, 141300
0, 114600
0, 121800
0, 155600
0, 137000
0, 173700
0, 133600
0, 96300
0, 191400
0, 100900
0, 102800
0, 148400
0, 134400
0, 152900
0, 92900
0, 97800
0, 129500
0, 117200
0, 143800
0, 104800
0, 113100
0, 143800
0, 145000
0, 139200
0, 106200
0, 98000
0, 121000
0, 100300
0, 122800
0, 97900
0, 98100
0, 122600
0, 131100
0, 124900
0, 143700
0, 106800
0, 146900
0, 122500
0, 144500
0, 146300
0, 141500
0, 142100
0, 142000
0, 145200
0, 147100
0, 145100
0, 100200
0, 146900
0, 151200
0, 98600
0, 115000
0, 113300
0, 98400
0, 157100
0, 134900
0, 135400
0, 135800
0, 152500
0, 103500
0, 96300
0, 169900
0, 145200
0, 154400
0, 99800
0, 99100
0, 127100
0, 145200
0, 100500
0, 147300
0, 122300
0, 144000
0, 141100
0, 101700
0, 125600
0, 123900
0, 146900
0, 147200
0, 144100
0, 148800
0, 142600
0, 102800
0, 104200
0, 122800
0, 143300
0, 99400
0, 104000
0, 135600
0, 153000
0, 134900
0, 128700
0, 134300
0, 118200
0, 121600
0, 139400
0, 97600
0, 112400
0, 87500
0, 164700
0, 87500
0, 123000
0, 155200
0, 100700
0, 144500
0, 140000
0, 153300
0, 98000
0, 112400
0, 213900
0, 139300
0, 296600
0, 129200
0, 131100
0, 138200
0, 151300
0, 133700
0, 147200
0, 147600
0, 149900
0, 146900
0, 144200
0, 160100
0, 142800
0, 96300
0, 101500
0, 146700
0, 101400
0, 146400
0, 424100
0, 106600
0, 107000
0, 168000
0, 114100
0, 110600
0, 101200
0, 102900
0, 110400
0, 264500
0, 210700
0, 148200
0, 127300
0, 98300
0, 102900
0, 157500
0, 100900
0, 102000
0, 147500
0, 99700
0, 124000
0, 133400
0, 134400
0, 145100
0, 123300
0, 178200
0, 148400
0, 142200
0, 226800
0, 116000
0, 114100
0, 101400
0, 100700
0, 115700
0, 105700
0, 142800
0, 145800
0, 147600
0, 150400
0, 155600
0, 161900
0, 122600
0, 141100
0, 144700
0, 150200
0, 173400
0, 161500
0, 142900
0, 152400
0, 152200
0, 131600
