18882560, 3004600
295936, 1147500
295936, 1018200
920576, 1147600
1181696, 871700
3676160, 1694500
4722688, 1679400
14692352, 2578500
18882560, 3258500
295936, 967000
295936, 970100
920576, 1078300
1181696, 851900
3676160, 1668700
4722688, 1586200
14692352, 3038600
18882560, 3121700
295936, 996000
295936, 926400
920576, 1388400
1181696, 1091100
3676160, 1941600
4722688, 1692400
14692352, 2975600
18882560, 3297300
295936, 1036000
295936, 1120200
920576, 1166100
1181696, 1077200
3676160, 1925800
4722688, 1936800
14692352, 2673400
18882560, 3510800
295936, 1104700
295936, 920200
920576, 1233600
1181696, 855100
3676160, 1985600
4722688, 1543200
14692352, 2610600
18882560, 3072800
295936, 1210000
295936, 971700
920576, 1257200
1181696, 854300
3676160, 1675300
4722688, 1845600
14692352, 2717900
18882560, 3083300
295936, 982500
295936, 924200
920576, 1470200
1181696, 883000
3676160, 1718800
4722688, 1584000
14692352, 2905800
18882560, 2754700
295936, 1051600
295936, 900500
920576, 1048300
1181696, 910000
3676160, 1639900
4722688, 1493400
14692352, 2790200
18882560, 3203800
295936, 1087000
295936, 923700
920576, 1119700
1181696, 1074400
3676160, 2222100
4722688, 1515300
14692352, 2563700
18882560, 3482900
295936, 1003800
295936, 953700
920576, 1153200
1181696, 1080400
3676160, 1879200
4722688, 1836500
14692352, 2737800
18882560, 3066700
295936, 1160600
295936, 886600
920576, 1248900
1181696, 848500
3676160, 1657500
4722688, 1591000
14692352, 2691100
18882560, 2767500
295936, 1017700
295936, 1060800
920576, 1383000
1181696, 906700
3676160, 1879800
4722688, 1621900
14692352, 2574500
18882560, 2878000
295936, 1036800
295936, 923200
920576, 1178900
1181696, 871300
3676160, 1823800
4722688, 1714800
14692352, 2768500
18882560, 3156700
295936, 1177100
295936, 939700
920576, 1167300
1181696, 875800
3676160, 1921200
4722688, 1689200
14692352, 2641000
18882560, 2919300
295936, 1003000
295936, 964500
920576, 1331100
1181696, 875700
3676160, 1643800
4722688, 1552600
14692352, 2666500
18882560, 2863400
295936, 957200
295936, 901700
920576, 1055100
1181696, 1169600
3676160, 1942900
4722688, 1617900
14692352, 2687900
18882560, 3150800
295936, 1008600
295936, 962400
920576, 1089500
1181696, 849700
3676160, 1754800
4722688, 1601900
14692352, 2547600
18882560, 3038600
295936, 1356700
295936, 1260500
920576, 1217400
1181696, 922500
3676160, 2100500
4722688, 1792000
14692352, 2731400
18882560, 3083200
295936, 985500
295936, 1173700
920576, 1220300
1181696, 1002600
3676160, 1796300
4722688, 1693200
14692352, 3324700
18882560, 2925700
295936, 1206800
295936, 1311600
920576, 1383800
1181696, 873600
3676160, 1664500
4722688, 1701700
14692352, 2875500
18882560, 2838600
295936, 1060200
295936, 961400
920576, 1116000
1181696, 903200
3676160, 2078700
4722688, 1586300
14692352, 2532900
18882560, 2800000
295936, 1246900
295936, 1002400
920576, 1398700
1181696, 929600
3676160, 2129100
4722688, 1782800
14692352, 2588100
18882560, 3201000
295936, 1027100
295936, 1047500
920576, 1210000
1181696, 875200
3676160, 2080300
4722688, 1728200
14692352, 2687600
18882560, 3188000
295936, 985600
295936, 890900
920576, 1254900
1181696, 923100
3676160, 2288600
4722688, 1568700
14692352, 2686400
18882560, 3148500
295936, 1111600
295936, 962200
920576, 1312800
1181696, 862700
3676160, 1740600
4722688, 1676100
14692352, 2742400
18882560, 3140200
295936, 1022500
295936, 1172100
920576, 1200000
1181696, 869500
3676160, 1748800
4722688, 1867800
14692352, 2863400
18882560, 3287200
295936, 1269800
295936, 1074500
920576, 1136000
1181696, 829900
3676160, 1739700
4722688, 1558300
14692352, 2775500
18882560, 2980700
295936, 915800
295936, 876200
920576, 1114700
1181696, 1356000
3676160, 1936900
4722688, 1707800
14692352, 3098700
18882560, 3174500
295936, 936700
295936, 878800
920576, 1250300
1181696, 868900
3676160, 2047900
4722688, 1656200
14692352, 2709700
18882560, 3285100
295936, 1064200
295936, 998500
920576, 1069500
1181696, 833800
3676160, 1772000
4722688, 1901500
14692352, 2766100
18882560, 3442500
295936, 1037500
295936, 971400
920576, 1095500
1181696, 850300
3676160, 1749500
4722688, 1609600
14692352, 2799300
