,inference_id,layer_id,split_layer,total_inference_time_ns,completed_by_node,class,inference_time,parameters,parameter_bytes,cpu_cycles_used,watts_used,depth,precision,input_size,output_size,output_bytes
36,05ab4605-ff91-41f8-9f70-41a37406d72f,15,18,197310447,CLIENT1,Linear,87184766,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
37,05ab4605-ff91-41f8-9f70-41a37406d72f,16,18,197310447,CLIENT1,ReLU,102240,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
38,05ab4605-ff91-41f8-9f70-41a37406d72f,17,18,197310447,CLIENT1,Dropout,59425,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
39,05ab4605-ff91-41f8-9f70-41a37406d72f,18,18,197310447,EDGE1,Linear,4251791,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
40,05ab4605-ff91-41f8-9f70-41a37406d72f,19,18,197310447,EDGE1,ReLU,55341,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
41,05ab4605-ff91-41f8-9f70-41a37406d72f,20,18,197310447,EDGE1,Linear,1093617,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
42,06639674-c301-4bb0-bb48-fe967d0ed4fc,0,5,79612354,CLIENT1,Conv2d,15796769,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
43,06639674-c301-4bb0-bb48-fe967d0ed4fc,1,5,79612354,CLIENT1,ReLU,1447440,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
44,06639674-c301-4bb0-bb48-fe967d0ed4fc,2,5,79612354,CLIENT1,MaxPool2d,2881251,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
45,06639674-c301-4bb0-bb48-fe967d0ed4fc,3,5,79612354,CLIENT1,Conv2d,23252317,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
46,06639674-c301-4bb0-bb48-fe967d0ed4fc,4,5,79612354,CLIENT1,ReLU,1275480,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
47,06639674-c301-4bb0-bb48-fe967d0ed4fc,5,5,79612354,EDGE1,MaxPool2d,1229512,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
48,06639674-c301-4bb0-bb48-fe967d0ed4fc,6,5,79612354,EDGE1,Conv2d,5610028,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
49,06639674-c301-4bb0-bb48-fe967d0ed4fc,7,5,79612354,EDGE1,ReLU,72855,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
50,06639674-c301-4bb0-bb48-fe967d0ed4fc,8,5,79612354,EDGE1,Conv2d,7268662,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
51,06639674-c301-4bb0-bb48-fe967d0ed4fc,9,5,79612354,EDGE1,ReLU,66661,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
52,06639674-c301-4bb0-bb48-fe967d0ed4fc,10,5,79612354,EDGE1,Conv2d,4976873,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
53,06639674-c301-4bb0-bb48-fe967d0ed4fc,11,5,79612354,EDGE1,ReLU,66462,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
54,06639674-c301-4bb0-bb48-fe967d0ed4fc,12,5,79612354,EDGE1,MaxPool2d,350804,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
55,06639674-c301-4bb0-bb48-fe967d0ed4fc,13,5,79612354,EDGE1,AdaptiveAvgPool2d,418556,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
56,06639674-c301-4bb0-bb48-fe967d0ed4fc,14,5,79612354,EDGE1,Dropout,33043,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
57,06639674-c301-4bb0-bb48-fe967d0ed4fc,15,5,79612354,EDGE1,Linear,9135314,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
58,06639674-c301-4bb0-bb48-fe967d0ed4fc,16,5,79612354,EDGE1,ReLU,447552,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
59,06639674-c301-4bb0-bb48-fe967d0ed4fc,17,5,79612354,EDGE1,Dropout,51170,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
60,06639674-c301-4bb0-bb48-fe967d0ed4fc,18,5,79612354,EDGE1,Linear,4093381,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
61,06639674-c301-4bb0-bb48-fe967d0ed4fc,19,5,79612354,EDGE1,ReLU,56511,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
62,06639674-c301-4bb0-bb48-fe967d0ed4fc,20,5,79612354,EDGE1,Linear,1081713,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
63,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,0,15,107296061,CLIENT1,Conv2d,15577697,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
64,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,1,15,107296061,CLIENT1,ReLU,1445829,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
65,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,2,15,107296061,CLIENT1,MaxPool2d,2880158,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
66,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,3,15,107296061,CLIENT1,Conv2d,23315667,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
67,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,4,15,107296061,CLIENT1,ReLU,1246777,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
68,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,5,15,107296061,CLIENT1,MaxPool2d,2316501,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
69,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,6,15,107296061,CLIENT1,Conv2d,12492672,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
70,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,7,15,107296061,CLIENT1,ReLU,1094020,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
71,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,8,15,107296061,CLIENT1,Conv2d,16341055,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
72,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,9,15,107296061,CLIENT1,ReLU,1053816,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
73,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,10,15,107296061,CLIENT1,Conv2d,11338579,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
74,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,11,15,107296061,CLIENT1,ReLU,1053225,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
75,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,12,15,107296061,CLIENT1,MaxPool2d,1384312,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
76,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,13,15,107296061,CLIENT1,AdaptiveAvgPool2d,1043447,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
77,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,14,15,107296061,CLIENT1,Dropout,46684,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
78,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,15,15,107296061,EDGE1,Linear,9321256,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
79,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,16,15,107296061,EDGE1,ReLU,54166,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
80,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,17,15,107296061,EDGE1,Dropout,39671,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
81,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,18,15,107296061,EDGE1,Linear,4110018,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
82,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,19,15,107296061,EDGE1,ReLU,50725,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
83,06cc5273-5c8a-4cac-a39b-5ce88f082c2e,20,15,107296061,EDGE1,Linear,1089786,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
84,09c7c12f-f738-4ee9-900e-c64bf653823d,0,1,85533483,CLIENT1,Conv2d,36299332,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
85,09c7c12f-f738-4ee9-900e-c64bf653823d,1,1,85533483,EDGE1,ReLU,171561,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
86,09c7c12f-f738-4ee9-900e-c64bf653823d,2,1,85533483,EDGE1,MaxPool2d,1712474,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
87,09c7c12f-f738-4ee9-900e-c64bf653823d,3,1,85533483,EDGE1,Conv2d,9948821,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
88,09c7c12f-f738-4ee9-900e-c64bf653823d,4,1,85533483,EDGE1,ReLU,202372,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
89,09c7c12f-f738-4ee9-900e-c64bf653823d,5,1,85533483,EDGE1,MaxPool2d,1387983,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
90,09c7c12f-f738-4ee9-900e-c64bf653823d,6,1,85533483,EDGE1,Conv2d,5895553,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
91,09c7c12f-f738-4ee9-900e-c64bf653823d,7,1,85533483,EDGE1,ReLU,78468,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
92,09c7c12f-f738-4ee9-900e-c64bf653823d,8,1,85533483,EDGE1,Conv2d,7703917,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
93,09c7c12f-f738-4ee9-900e-c64bf653823d,9,1,85533483,EDGE1,ReLU,70545,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
94,09c7c12f-f738-4ee9-900e-c64bf653823d,10,1,85533483,EDGE1,Conv2d,5210048,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
95,09c7c12f-f738-4ee9-900e-c64bf653823d,11,1,85533483,EDGE1,ReLU,70139,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
96,09c7c12f-f738-4ee9-900e-c64bf653823d,12,1,85533483,EDGE1,MaxPool2d,391839,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
97,09c7c12f-f738-4ee9-900e-c64bf653823d,13,1,85533483,EDGE1,AdaptiveAvgPool2d,442545,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
98,09c7c12f-f738-4ee9-900e-c64bf653823d,14,1,85533483,EDGE1,Dropout,34656,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
99,09c7c12f-f738-4ee9-900e-c64bf653823d,15,1,85533483,EDGE1,Linear,9966482,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
100,09c7c12f-f738-4ee9-900e-c64bf653823d,16,1,85533483,EDGE1,ReLU,59760,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
101,09c7c12f-f738-4ee9-900e-c64bf653823d,17,1,85533483,EDGE1,Dropout,41446,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
102,09c7c12f-f738-4ee9-900e-c64bf653823d,18,1,85533483,EDGE1,Linear,4546639,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
103,09c7c12f-f738-4ee9-900e-c64bf653823d,19,1,85533483,EDGE1,ReLU,56333,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
104,09c7c12f-f738-4ee9-900e-c64bf653823d,20,1,85533483,EDGE1,Linear,1242570,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
105,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,0,8,126565693,CLIENT1,Conv2d,15906636,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
106,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,1,8,126565693,CLIENT1,ReLU,1133371,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
107,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,2,8,126565693,CLIENT1,MaxPool2d,2200909,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
108,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,3,8,126565693,CLIENT1,Conv2d,23312742,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
109,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,4,8,126565693,CLIENT1,ReLU,1109297,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
110,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,5,8,126565693,CLIENT1,MaxPool2d,2877639,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
111,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,6,8,126565693,CLIENT1,Conv2d,30090985,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
112,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,7,8,126565693,CLIENT1,ReLU,1057131,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
113,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,8,8,126565693,EDGE1,Conv2d,15406442,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
114,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,9,8,126565693,EDGE1,ReLU,80649,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
115,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,10,8,126565693,EDGE1,Conv2d,10492441,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
116,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,11,8,126565693,EDGE1,ReLU,79181,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
117,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,12,8,126565693,EDGE1,MaxPool2d,508120,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
118,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,13,8,126565693,EDGE1,AdaptiveAvgPool2d,609628,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
119,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,14,8,126565693,EDGE1,Dropout,38070,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
120,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,15,8,126565693,EDGE1,Linear,13809080,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
121,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,16,8,126565693,EDGE1,ReLU,62185,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
122,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,17,8,126565693,EDGE1,Dropout,44056,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
123,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,18,8,126565693,EDGE1,Linear,6071435,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
124,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,19,8,126565693,EDGE1,ReLU,58108,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
125,0c1b62f2-dcbf-4c9d-a7bd-56c9375532bc,20,8,126565693,EDGE1,Linear,1617588,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
126,0c3edb61-b927-41f7-9863-103bcf0f919d,0,5,81113218,CLIENT1,Conv2d,15527106,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
127,0c3edb61-b927-41f7-9863-103bcf0f919d,1,5,81113218,CLIENT1,ReLU,1428477,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
128,0c3edb61-b927-41f7-9863-103bcf0f919d,2,5,81113218,CLIENT1,MaxPool2d,2862751,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
129,0c3edb61-b927-41f7-9863-103bcf0f919d,3,5,81113218,CLIENT1,Conv2d,23916620,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
130,0c3edb61-b927-41f7-9863-103bcf0f919d,4,5,81113218,CLIENT1,ReLU,1285424,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
131,0c3edb61-b927-41f7-9863-103bcf0f919d,5,5,81113218,EDGE1,MaxPool2d,1296275,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
132,0c3edb61-b927-41f7-9863-103bcf0f919d,6,5,81113218,EDGE1,Conv2d,5892100,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
133,0c3edb61-b927-41f7-9863-103bcf0f919d,7,5,81113218,EDGE1,ReLU,76442,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
134,0c3edb61-b927-41f7-9863-103bcf0f919d,8,5,81113218,EDGE1,Conv2d,7685322,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
135,0c3edb61-b927-41f7-9863-103bcf0f919d,9,5,81113218,EDGE1,ReLU,69646,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
136,0c3edb61-b927-41f7-9863-103bcf0f919d,10,5,81113218,EDGE1,Conv2d,5255134,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
137,0c3edb61-b927-41f7-9863-103bcf0f919d,11,5,81113218,EDGE1,ReLU,69460,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
138,0c3edb61-b927-41f7-9863-103bcf0f919d,12,5,81113218,EDGE1,MaxPool2d,369464,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
139,0c3edb61-b927-41f7-9863-103bcf0f919d,13,5,81113218,EDGE1,AdaptiveAvgPool2d,442403,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
140,0c3edb61-b927-41f7-9863-103bcf0f919d,14,5,81113218,EDGE1,Dropout,34436,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
141,0c3edb61-b927-41f7-9863-103bcf0f919d,15,5,81113218,EDGE1,Linear,9363792,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
142,0c3edb61-b927-41f7-9863-103bcf0f919d,16,5,81113218,EDGE1,ReLU,54465,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
143,0c3edb61-b927-41f7-9863-103bcf0f919d,17,5,81113218,EDGE1,Dropout,39528,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
144,0c3edb61-b927-41f7-9863-103bcf0f919d,18,5,81113218,EDGE1,Linear,4274808,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
145,0c3edb61-b927-41f7-9863-103bcf0f919d,19,5,81113218,EDGE1,ReLU,53370,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
146,0c3edb61-b927-41f7-9863-103bcf0f919d,20,5,81113218,EDGE1,Linear,1116195,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
147,0d7c6c87-d670-4dfc-96cb-4baf0d596cc6,0,19,245311911,CLIENT1,Conv2d,15419552,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
148,0d7c6c87-d670-4dfc-96cb-4baf0d596cc6,1,19,245311911,CLIENT1,ReLU,1459384,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
149,0d7c6c87-d670-4dfc-96cb-4baf0d596cc6,2,19,245311911,CLIENT1,MaxPool2d,2962027,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
150,0d7c6c87-d670-4dfc-96cb-4baf0d596cc6,3,19,245311911,CLIENT1,Conv2d,23819419,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
151,0d7c6c87-d670-4dfc-96cb-4baf0d596cc6,4,19,245311911,CLIENT1,ReLU,1275776,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
152,0d7c6c87-d670-4dfc-96cb-4baf0d596cc6,5,19,245311911,CLIENT1,MaxPool2d,2344259,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
