,inference_id,layer_id,split_layer,total_inference_time_ns,completed_by_node,class,inference_time,parameters,parameter_bytes,cpu_cycles_used,watts_used,depth,precision,input_size,output_size,output_bytes
1183,46a3e050-585d-40cd-b33e-ef9a57587545,7,19,256591344,CLIENT1,ReLU,1889007,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
1184,46a3e050-585d-40cd-b33e-ef9a57587545,8,19,256591344,CLIENT1,Conv2d,16915380,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
1185,46a3e050-585d-40cd-b33e-ef9a57587545,9,19,256591344,CLIENT1,ReLU,1901433,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1186,46a3e050-585d-40cd-b33e-ef9a57587545,10,19,256591344,CLIENT1,Conv2d,12272972,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1187,46a3e050-585d-40cd-b33e-ef9a57587545,11,19,256591344,CLIENT1,ReLU,1869322,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1188,46a3e050-585d-40cd-b33e-ef9a57587545,12,19,256591344,CLIENT1,MaxPool2d,2235372,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
1189,46a3e050-585d-40cd-b33e-ef9a57587545,13,19,256591344,CLIENT1,AdaptiveAvgPool2d,1923340,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
1190,46a3e050-585d-40cd-b33e-ef9a57587545,14,19,256591344,CLIENT1,Dropout,62314,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
1191,46a3e050-585d-40cd-b33e-ef9a57587545,15,19,256591344,CLIENT1,Linear,87227914,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
1192,46a3e050-585d-40cd-b33e-ef9a57587545,16,19,256591344,CLIENT1,ReLU,104906,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1193,46a3e050-585d-40cd-b33e-ef9a57587545,17,19,256591344,CLIENT1,Dropout,58351,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1194,46a3e050-585d-40cd-b33e-ef9a57587545,18,19,256591344,CLIENT1,Linear,63715768,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
1195,46a3e050-585d-40cd-b33e-ef9a57587545,19,19,256591344,EDGE1,ReLU,64873,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1196,46a3e050-585d-40cd-b33e-ef9a57587545,20,19,256591344,EDGE1,Linear,1145907,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
1197,46dbe230-bde6-4a08-9a32-5255186bd101,0,3,65033456,CLIENT1,Conv2d,16353333,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
1198,46dbe230-bde6-4a08-9a32-5255186bd101,1,3,65033456,CLIENT1,ReLU,2303185,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
1199,46dbe230-bde6-4a08-9a32-5255186bd101,2,3,65033456,CLIENT1,MaxPool2d,3744385,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
1200,46dbe230-bde6-4a08-9a32-5255186bd101,3,3,65033456,EDGE1,Conv2d,8950772,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
1201,46dbe230-bde6-4a08-9a32-5255186bd101,4,3,65033456,EDGE1,ReLU,92232,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
1202,46dbe230-bde6-4a08-9a32-5255186bd101,5,3,65033456,EDGE1,MaxPool2d,1136798,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
1203,46dbe230-bde6-4a08-9a32-5255186bd101,6,3,65033456,EDGE1,Conv2d,5364488,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
1204,46dbe230-bde6-4a08-9a32-5255186bd101,7,3,65033456,EDGE1,ReLU,71401,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
1205,46dbe230-bde6-4a08-9a32-5255186bd101,8,3,65033456,EDGE1,Conv2d,7283900,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
1206,46dbe230-bde6-4a08-9a32-5255186bd101,9,3,65033456,EDGE1,ReLU,66643,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1207,46dbe230-bde6-4a08-9a32-5255186bd101,10,3,65033456,EDGE1,Conv2d,4719058,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1208,46dbe230-bde6-4a08-9a32-5255186bd101,11,3,65033456,EDGE1,ReLU,65024,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1209,46dbe230-bde6-4a08-9a32-5255186bd101,12,3,65033456,EDGE1,MaxPool2d,378037,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
1210,46dbe230-bde6-4a08-9a32-5255186bd101,13,3,65033456,EDGE1,AdaptiveAvgPool2d,398910,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
1211,46dbe230-bde6-4a08-9a32-5255186bd101,14,3,65033456,EDGE1,Dropout,31706,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
1212,46dbe230-bde6-4a08-9a32-5255186bd101,15,3,65033456,EDGE1,Linear,8867119,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
1213,46dbe230-bde6-4a08-9a32-5255186bd101,16,3,65033456,EDGE1,ReLU,53890,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1214,46dbe230-bde6-4a08-9a32-5255186bd101,17,3,65033456,EDGE1,Dropout,37650,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1215,46dbe230-bde6-4a08-9a32-5255186bd101,18,3,65033456,EDGE1,Linear,4027637,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
1216,46dbe230-bde6-4a08-9a32-5255186bd101,19,3,65033456,EDGE1,ReLU,51684,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1217,46dbe230-bde6-4a08-9a32-5255186bd101,20,3,65033456,EDGE1,Linear,1035604,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
1218,493335ca-464e-4d75-9403-6b20362275c5,0,2,67787933,CLIENT1,Conv2d,16004765,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
1219,493335ca-464e-4d75-9403-6b20362275c5,1,2,67787933,CLIENT1,ReLU,1482421,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
1220,493335ca-464e-4d75-9403-6b20362275c5,2,2,67787933,EDGE1,MaxPool2d,1779493,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
1221,493335ca-464e-4d75-9403-6b20362275c5,3,2,67787933,EDGE1,Conv2d,10321859,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
1222,493335ca-464e-4d75-9403-6b20362275c5,4,2,67787933,EDGE1,ReLU,99204,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
1223,493335ca-464e-4d75-9403-6b20362275c5,5,2,67787933,EDGE1,MaxPool2d,1311101,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
1224,493335ca-464e-4d75-9403-6b20362275c5,6,2,67787933,EDGE1,Conv2d,5894540,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
1225,493335ca-464e-4d75-9403-6b20362275c5,7,2,67787933,EDGE1,ReLU,78128,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
1226,493335ca-464e-4d75-9403-6b20362275c5,8,2,67787933,EDGE1,Conv2d,8393561,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
1227,493335ca-464e-4d75-9403-6b20362275c5,9,2,67787933,EDGE1,ReLU,211043,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1228,493335ca-464e-4d75-9403-6b20362275c5,10,2,67787933,EDGE1,Conv2d,7283025,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1229,493335ca-464e-4d75-9403-6b20362275c5,11,2,67787933,EDGE1,ReLU,66227,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1230,493335ca-464e-4d75-9403-6b20362275c5,12,2,67787933,EDGE1,MaxPool2d,336941,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
1231,493335ca-464e-4d75-9403-6b20362275c5,13,2,67787933,EDGE1,AdaptiveAvgPool2d,395091,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
1232,493335ca-464e-4d75-9403-6b20362275c5,14,2,67787933,EDGE1,Dropout,30251,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
1233,493335ca-464e-4d75-9403-6b20362275c5,15,2,67787933,EDGE1,Linear,8868136,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
1234,493335ca-464e-4d75-9403-6b20362275c5,16,2,67787933,EDGE1,ReLU,53672,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1235,493335ca-464e-4d75-9403-6b20362275c5,17,2,67787933,EDGE1,Dropout,36444,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1236,493335ca-464e-4d75-9403-6b20362275c5,18,2,67787933,EDGE1,Linear,4067973,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
1237,493335ca-464e-4d75-9403-6b20362275c5,19,2,67787933,EDGE1,ReLU,50880,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1238,493335ca-464e-4d75-9403-6b20362275c5,20,2,67787933,EDGE1,Linear,1023178,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
1239,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,0,10,99102613,CLIENT1,Conv2d,15746528,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
1240,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,1,10,99102613,CLIENT1,ReLU,1435199,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
1241,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,2,10,99102613,CLIENT1,MaxPool2d,2883844,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
1242,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,3,10,99102613,CLIENT1,Conv2d,23832789,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
1243,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,4,10,99102613,CLIENT1,ReLU,1265443,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
1244,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,5,10,99102613,CLIENT1,MaxPool2d,2333333,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
1245,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,6,10,99102613,CLIENT1,Conv2d,12489006,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
1246,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,7,10,99102613,CLIENT1,ReLU,1092760,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
1247,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,8,10,99102613,CLIENT1,Conv2d,16617200,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
1248,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,9,10,99102613,CLIENT1,ReLU,1076705,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1249,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,10,10,99102613,EDGE1,Conv2d,4936646,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1250,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,11,10,99102613,EDGE1,ReLU,65677,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1251,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,12,10,99102613,EDGE1,MaxPool2d,363337,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
1252,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,13,10,99102613,EDGE1,AdaptiveAvgPool2d,436305,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
1253,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,14,10,99102613,EDGE1,Dropout,33356,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
1254,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,15,10,99102613,EDGE1,Linear,9136999,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
1255,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,16,10,99102613,EDGE1,ReLU,53757,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1256,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,17,10,99102613,EDGE1,Dropout,38604,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1257,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,18,10,99102613,EDGE1,Linear,4139831,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
1258,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,19,10,99102613,EDGE1,ReLU,50606,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1259,4a35e663-4b0c-4ad6-98b2-0e78e095b98c,20,10,99102613,EDGE1,Linear,1074688,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
1260,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,0,4,76561487,CLIENT1,Conv2d,15382553,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
1261,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,1,4,76561487,CLIENT1,ReLU,1430015,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
1262,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,2,4,76561487,CLIENT1,MaxPool2d,2880918,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
1263,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,3,4,76561487,CLIENT1,Conv2d,22901433,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
1264,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,4,4,76561487,EDGE1,ReLU,130212,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
1265,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,5,4,76561487,EDGE1,MaxPool2d,1117381,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
1266,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,6,4,76561487,EDGE1,Conv2d,5326928,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
1267,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,7,4,76561487,EDGE1,ReLU,72099,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
1268,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,8,4,76561487,EDGE1,Conv2d,7117455,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
1269,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,9,4,76561487,EDGE1,ReLU,62188,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1270,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,10,4,76561487,EDGE1,Conv2d,4697731,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1271,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,11,4,76561487,EDGE1,ReLU,65237,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1272,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,12,4,76561487,EDGE1,MaxPool2d,350222,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
1273,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,13,4,76561487,EDGE1,AdaptiveAvgPool2d,428336,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
1274,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,14,4,76561487,EDGE1,Dropout,31894,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
1275,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,15,4,76561487,EDGE1,Linear,8862425,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
1276,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,16,4,76561487,EDGE1,ReLU,53658,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1277,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,17,4,76561487,EDGE1,Dropout,35795,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1278,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,18,4,76561487,EDGE1,Linear,4118957,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
1279,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,19,4,76561487,EDGE1,ReLU,397512,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1280,4bcaeeaa-dd56-4ba7-aaa9-2b5e9b63f5fd,20,4,76561487,EDGE1,Linear,1098538,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
1281,4cd8e476-b8dd-49af-81e1-46debd46bf46,0,10,113140682,CLIENT1,Conv2d,16464202,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
1282,4cd8e476-b8dd-49af-81e1-46debd46bf46,1,10,113140682,CLIENT1,ReLU,1437162,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
1283,4cd8e476-b8dd-49af-81e1-46debd46bf46,2,10,113140682,CLIENT1,MaxPool2d,2897139,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
1284,4cd8e476-b8dd-49af-81e1-46debd46bf46,3,10,113140682,CLIENT1,Conv2d,23395684,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
1285,4cd8e476-b8dd-49af-81e1-46debd46bf46,4,10,113140682,CLIENT1,ReLU,1221555,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
1286,4cd8e476-b8dd-49af-81e1-46debd46bf46,5,10,113140682,CLIENT1,MaxPool2d,2352759,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
1287,4cd8e476-b8dd-49af-81e1-46debd46bf46,6,10,113140682,CLIENT1,Conv2d,12689595,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
1288,4cd8e476-b8dd-49af-81e1-46debd46bf46,7,10,113140682,CLIENT1,ReLU,1072409,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
1289,4cd8e476-b8dd-49af-81e1-46debd46bf46,8,10,113140682,CLIENT1,Conv2d,16788493,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
1290,4cd8e476-b8dd-49af-81e1-46debd46bf46,9,10,113140682,CLIENT1,ReLU,1020187,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1291,4cd8e476-b8dd-49af-81e1-46debd46bf46,10,10,113140682,EDGE1,Conv2d,10493622,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1292,4cd8e476-b8dd-49af-81e1-46debd46bf46,11,10,113140682,EDGE1,ReLU,80760,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1293,4cd8e476-b8dd-49af-81e1-46debd46bf46,12,10,113140682,EDGE1,MaxPool2d,579378,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
1294,4cd8e476-b8dd-49af-81e1-46debd46bf46,13,10,113140682,EDGE1,AdaptiveAvgPool2d,665142,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
1295,4cd8e476-b8dd-49af-81e1-46debd46bf46,14,10,113140682,EDGE1,Dropout,37969,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
1296,4cd8e476-b8dd-49af-81e1-46debd46bf46,15,10,113140682,EDGE1,Linear,13757407,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
1297,4cd8e476-b8dd-49af-81e1-46debd46bf46,16,10,113140682,EDGE1,ReLU,62760,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1298,4cd8e476-b8dd-49af-81e1-46debd46bf46,17,10,113140682,EDGE1,Dropout,45977,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1299,4cd8e476-b8dd-49af-81e1-46debd46bf46,18,10,113140682,EDGE1,Linear,6212477,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
1300,4cd8e476-b8dd-49af-81e1-46debd46bf46,19,10,113140682,EDGE1,ReLU,60954,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1301,4cd8e476-b8dd-49af-81e1-46debd46bf46,20,10,113140682,EDGE1,Linear,1805051,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
1302,4db7cceb-b51d-453c-971e-b85683bead27,0,12,105755176,CLIENT1,Conv2d,15613919,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
1303,4db7cceb-b51d-453c-971e-b85683bead27,1,12,105755176,CLIENT1,ReLU,1448422,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
1304,4db7cceb-b51d-453c-971e-b85683bead27,2,12,105755176,CLIENT1,MaxPool2d,2890250,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
1305,4db7cceb-b51d-453c-971e-b85683bead27,3,12,105755176,CLIENT1,Conv2d,23266631,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
1306,4db7cceb-b51d-453c-971e-b85683bead27,4,12,105755176,CLIENT1,ReLU,1258666,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
1307,4db7cceb-b51d-453c-971e-b85683bead27,5,12,105755176,CLIENT1,MaxPool2d,2312797,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
1308,4db7cceb-b51d-453c-971e-b85683bead27,6,12,105755176,CLIENT1,Conv2d,12425284,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
1309,4db7cceb-b51d-453c-971e-b85683bead27,7,12,105755176,CLIENT1,ReLU,1093631,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
1310,4db7cceb-b51d-453c-971e-b85683bead27,8,12,105755176,CLIENT1,Conv2d,16583793,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
1311,4db7cceb-b51d-453c-971e-b85683bead27,9,12,105755176,CLIENT1,ReLU,1052316,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1312,4db7cceb-b51d-453c-971e-b85683bead27,10,12,105755176,CLIENT1,Conv2d,11428541,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1313,4db7cceb-b51d-453c-971e-b85683bead27,11,12,105755176,CLIENT1,ReLU,1056538,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1314,4db7cceb-b51d-453c-971e-b85683bead27,12,12,105755176,EDGE1,MaxPool2d,367712,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 6, 6]",36864
1315,4db7cceb-b51d-453c-971e-b85683bead27,13,12,105755176,EDGE1,AdaptiveAvgPool2d,419052,0,0,,,1,,"[1, 256, 6, 6]","[1, 256, 6, 6]",36864
1316,4db7cceb-b51d-453c-971e-b85683bead27,14,12,105755176,EDGE1,Dropout,32963,0,0,,,2,,"[1, 9216]","[1, 9216]",36864
1317,4db7cceb-b51d-453c-971e-b85683bead27,15,12,105755176,EDGE1,Linear,9149088,37752832,151011328,,,2,,"[1, 9216]","[1, 4096]",16384
1318,4db7cceb-b51d-453c-971e-b85683bead27,16,12,105755176,EDGE1,ReLU,54492,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1319,4db7cceb-b51d-453c-971e-b85683bead27,17,12,105755176,EDGE1,Dropout,40840,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1320,4db7cceb-b51d-453c-971e-b85683bead27,18,12,105755176,EDGE1,Linear,4108911,16781312,67125248,,,2,,"[1, 4096]","[1, 4096]",16384
1321,4db7cceb-b51d-453c-971e-b85683bead27,19,12,105755176,EDGE1,ReLU,51510,0,0,,,2,,"[1, 4096]","[1, 4096]",16384
1322,4db7cceb-b51d-453c-971e-b85683bead27,20,12,105755176,EDGE1,Linear,1099820,4097000,16388000,,,2,,"[1, 4096]","[1, 1000]",4000
1323,4e58e7c5-1761-42f5-b0ff-26d023f48a22,0,7,88707565,CLIENT1,Conv2d,15602253,23296,93184,,,2,,"[1, 3, 224, 224]","[1, 64, 55, 55]",774400
1324,4e58e7c5-1761-42f5-b0ff-26d023f48a22,1,7,88707565,CLIENT1,ReLU,1437792,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 55, 55]",774400
1325,4e58e7c5-1761-42f5-b0ff-26d023f48a22,2,7,88707565,CLIENT1,MaxPool2d,2895806,0,0,,,2,,"[1, 64, 55, 55]","[1, 64, 27, 27]",186624
1326,4e58e7c5-1761-42f5-b0ff-26d023f48a22,3,7,88707565,CLIENT1,Conv2d,23813604,307392,1229568,,,2,,"[1, 64, 27, 27]","[1, 192, 27, 27]",559872
1327,4e58e7c5-1761-42f5-b0ff-26d023f48a22,4,7,88707565,CLIENT1,ReLU,1257331,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 27, 27]",559872
1328,4e58e7c5-1761-42f5-b0ff-26d023f48a22,5,7,88707565,CLIENT1,MaxPool2d,2342611,0,0,,,2,,"[1, 192, 27, 27]","[1, 192, 13, 13]",129792
1329,4e58e7c5-1761-42f5-b0ff-26d023f48a22,6,7,88707565,CLIENT1,Conv2d,12375656,663936,2655744,,,2,,"[1, 192, 13, 13]","[1, 384, 13, 13]",259584
1330,4e58e7c5-1761-42f5-b0ff-26d023f48a22,7,7,88707565,EDGE1,ReLU,95213,0,0,,,2,,"[1, 384, 13, 13]","[1, 384, 13, 13]",259584
1331,4e58e7c5-1761-42f5-b0ff-26d023f48a22,8,7,88707565,EDGE1,Conv2d,7732881,884992,3539968,,,2,,"[1, 384, 13, 13]","[1, 256, 13, 13]",173056
1332,4e58e7c5-1761-42f5-b0ff-26d023f48a22,9,7,88707565,EDGE1,ReLU,71560,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1333,4e58e7c5-1761-42f5-b0ff-26d023f48a22,10,7,88707565,EDGE1,Conv2d,5246152,590080,2360320,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
1334,4e58e7c5-1761-42f5-b0ff-26d023f48a22,11,7,88707565,EDGE1,ReLU,69922,0,0,,,2,,"[1, 256, 13, 13]","[1, 256, 13, 13]",173056
